,Kolejka,season,home,away,date,hour,gh,ga,IsCancelled,IsWalkover
9055,12,1987/1988,GKS Katowice,Widzew £ÅÛdü,10/24/1987,14:00,2,2,0,0
9056,12,1987/1988,Stal Stalowa Wola,GÛrnik Zabrze,10/24/1987,12:00,0,3,0,0
9057,12,1987/1988,Lech PoznaÒ,Zag≥Íbie Lubin,10/24/1987,17:00,0,2,0,0
9058,12,1987/1988,Jagiellonia Bia≥ystok,GÛrnik Wa≥brzych,10/24/1987,14:00,2,0,0,0
9059,12,1987/1988,Szombierki Bytom,PogoÒ Szczecin,10/24/1987,14:30,4,2,0,0
9060,12,1987/1988,ålπsk Wroc≥aw,Ba≥tyk Gdynia,10/24/1987,14:30,4,2,0,0
9061,12,1987/1988,Lechia GdaÒsk,Legia Warszawa,10/24/1987,14:30,1,1,0,0
9062,12,1987/1988,£ÅKS £ÅÛdü,Olimpia PoznaÒ,10/24/1987,16:30,3,2,0,0
9063,13,1987/1988,GÛrnik Wa≥brzych,ålπsk Wroc≥aw,10/31/1987,14:00,1,1,0,0
9064,13,1987/1988,Widzew £ÅÛdü,Lechia GdaÒsk,10/31/1987,16:00,0,0,0,0
9065,13,1987/1988,Ba≥tyk Gdynia,Stal Stalowa Wola,10/31/1987,11:00,2,0,0,0
9066,13,1987/1988,PogoÒ Szczecin,Jagiellonia Bia≥ystok,10/31/1987,17:00,1,0,0,0
9067,13,1987/1988,Olimpia PoznaÒ,GKS Katowice,10/31/1987,14:00,0,1,0,0
9068,13,1987/1988,Legia Warszawa,Lech PoznaÒ,10/31/1987,17:00,2,0,0,0
9069,13,1987/1988,Zag≥Íbie Lubin,Szombierki Bytom,10/31/1987,11:00,1,1,0,0
9070,13,1987/1988,GÛrnik Zabrze,£ÅKS £ÅÛdü,10/31/1987,17:00,4,0,0,0
9071,14,1987/1988,Stal Stalowa Wola,GÛrnik Wa≥brzych,11/14/1987,12:00,1,1,0,0
9072,14,1987/1988,Lech PoznaÒ,Widzew £ÅÛdü,11/15/1987,12:00,2,0,0,0
9073,14,1987/1988,£ÅKS £ÅÛdü,Ba≥tyk Gdynia,11/14/1987,12:00,1,0,0,0
9074,14,1987/1988,GÛrnik Zabrze,Olimpia PoznaÒ,11/15/1987,17:00,3,1,0,0
9075,14,1987/1988,Szombierki Bytom,Legia Warszawa,11/15/1987,11:00,2,0,0,0
9076,14,1987/1988,ålπsk Wroc≥aw,PogoÒ Szczecin,11/15/1987,11:00,2,1,0,0
9077,14,1987/1988,Lechia GdaÒsk,GKS Katowice,11/15/1987,11:00,1,0,0,0
9078,14,1987/1988,Jagiellonia Bia≥ystok,Zag≥Íbie Lubin,11/15/1987,11:00,0,0,0,0
9079,15,1987/1988,Legia Warszawa,Jagiellonia Bia≥ystok,11/21/1987,17:00,1,0,0,0
9080,15,1987/1988,Widzew £ÅÛdü,Szombierki Bytom,11/22/1987,12:00,1,1,0,0
9081,15,1987/1988,Olimpia PoznaÒ,Lechia GdaÒsk,11/21/1987,14:00,1,1,0,0
9082,15,1987/1988,Zag≥Íbie Lubin,ålπsk Wroc≥aw,11/22/1987,11:00,1,1,0,0
9083,15,1987/1988,Ba≥tyk Gdynia,GÛrnik Zabrze,11/22/1987,12:00,1,5,0,0
9084,15,1987/1988,PogoÒ Szczecin,Stal Stalowa Wola,11/21/1987,17:00,3,1,0,0
9085,15,1987/1988,GKS Katowice,Lech PoznaÒ,11/22/1987,11:00,4,0,0,0
9086,15,1987/1988,GÛrnik Wa≥brzych,£ÅKS £ÅÛdü,11/22/1987,11:00,2,0,0,0
9087,16,1987/1988,Legia Warszawa,ålπsk Wroc≥aw,3/12/1988,12:00,3,0,0,0
9088,16,1987/1988,Zag≥Íbie Lubin,Stal Stalowa Wola,3/12/1988,12:00,1,0,0,0
9089,16,1987/1988,GÛrnik Wa≥brzych,GÛrnik Zabrze,3/12/1988,15:00,1,1,0,0
9090,16,1987/1988,PogoÒ Szczecin,£ÅKS £ÅÛdü,3/12/1988,17:00,1,2,0,0
9091,16,1987/1988,Olimpia PoznaÒ,Ba≥tyk Gdynia,3/12/1988,16:00,1,0,0,0
9092,16,1987/1988,Widzew £ÅÛdü,Jagiellonia Bia≥ystok,3/12/1988,16:00,0,0,0,0
9093,16,1987/1988,GKS Katowice,Szombierki Bytom,3/12/1988,15:00,2,0,0,0
9094,16,1987/1988,Lechia GdaÒsk,Lech PoznaÒ,3/12/1988,11:00,1,1,0,0
9095,17,1987/1988,Szombierki Bytom,Lechia GdaÒsk,3/19/1988,15:30,2,1,0,0
9096,17,1987/1988,Lech PoznaÒ,Olimpia PoznaÒ,3/19/1988,17:00,2,2,0,0
9097,17,1987/1988,£ÅKS £ÅÛdü,Zag≥Íbie Lubin,3/19/1988,16:00,2,1,0,0
9098,17,1987/1988,Stal Stalowa Wola,Legia Warszawa,3/19/1988,11:00,1,2,0,0
9099,17,1987/1988,Ba≥tyk Gdynia,GÛrnik Wa≥brzych,3/19/1988,12:00,2,0,0,0
9100,17,1987/1988,GÛrnik Zabrze,PogoÒ Szczecin,3/19/1988,17:00,2,0,0,0
9101,17,1987/1988,ålπsk Wroc≥aw,Widzew £ÅÛdü,3/19/1988,12:00,1,1,0,0
9102,17,1987/1988,Jagiellonia Bia≥ystok,GKS Katowice,3/19/1988,11:00,2,1,0,0
9103,18,1987/1988,Legia Warszawa,£ÅKS £ÅÛdü,3/26/1988,17:30,0,0,0,0
9104,18,1987/1988,GÛrnik Wa≥brzych,Olimpia PoznaÒ,3/26/1988,15:00,0,0,0,0
9105,18,1987/1988,Lechia GdaÒsk,Jagiellonia Bia≥ystok,3/26/1988,16:00,0,0,0,0
9106,18,1987/1988,Zag≥Íbie Lubin,GÛrnik Zabrze,3/26/1988,15:00,1,1,0,0
9107,18,1987/1988,PogoÒ Szczecin,Ba≥tyk Gdynia,3/26/1988,17:00,2,0,0,0
9108,18,1987/1988,GKS Katowice,ålπsk Wroc≥aw,3/26/1988,15:30,2,0,0,0
9109,18,1987/1988,Lech PoznaÒ,Szombierki Bytom,3/26/1988,17:00,0,1,0,0
9110,18,1987/1988,Widzew £ÅÛdü,Stal Stalowa Wola,3/26/1988,16:00,4,0,0,0
9111,19,1987/1988,Ba≥tyk Gdynia,Zag≥Íbie Lubin,4/2/1988,12:00,2,0,0,0
9112,19,1987/1988,GÛrnik Wa≥brzych,PogoÒ Szczecin,4/2/1988,16:00,1,0,0,0
9113,19,1987/1988,£ÅKS £ÅÛdü,Widzew £ÅÛdü,4/2/1988,12:00,1,0,0,0
9114,19,1987/1988,Stal Stalowa Wola,GKS Katowice,4/2/1988,11:00,2,1,0,0
9115,19,1987/1988,ålπsk Wroc≥aw,Lechia GdaÒsk,4/2/1988,11:00,1,0,0,0
9116,19,1987/1988,Jagiellonia Bia≥ystok,Lech PoznaÒ,4/2/1988,11:00,1,0,0,0
9117,19,1987/1988,GÛrnik Zabrze,Legia Warszawa,4/2/1988,17:00,1,1,0,0
9118,19,1987/1988,Olimpia PoznaÒ,Szombierki Bytom,4/2/1988,16:00,1,0,0,0
9119,20,1987/1988,GKS Katowice,£ÅKS £ÅÛdü,4/9/1988,16:00,1,0,0,0
9120,20,1987/1988,Szombierki Bytom,Jagiellonia Bia≥ystok,4/9/1988,16:00,1,0,0,0
9121,20,1987/1988,Lech PoznaÒ,ålπsk Wroc≥aw,4/9/1988,17:30,0,0,0,0
9122,20,1987/1988,Legia Warszawa,Ba≥tyk Gdynia,4/9/1988,17:30,3,0,0,0
9123,20,1987/1988,Widzew £ÅÛdü,GÛrnik Zabrze,4/9/1988,17:00,0,0,0,0
9124,20,1987/1988,PogoÒ Szczecin,Olimpia PoznaÒ,4/9/1988,17:00,3,0,0,0
9125,20,1987/1988,Lechia GdaÒsk,Stal Stalowa Wola,4/10/1988,11:00,1,1,0,0
9126,20,1987/1988,Zag≥Íbie Lubin,GÛrnik Wa≥brzych,4/10/1988,15:30,1,1,0,0
9127,21,1987/1988,Olimpia PoznaÒ,Jagiellonia Bia≥ystok,4/17/1988,17:00,1,0,0,0
9128,21,1987/1988,Ba≥tyk Gdynia,Widzew £ÅÛdü,4/16/1988,12:00,1,0,0,0
9129,21,1987/1988,PogoÒ Szczecin,Zag≥Íbie Lubin,4/16/1988,17:00,0,2,0,0
9130,21,1987/1988,ålπsk Wroc≥aw,Szombierki Bytom,4/16/1988,16:00,1,1,0,0
9131,21,1987/1988,Stal Stalowa Wola,Lech PoznaÒ,4/16/1988,11:00,1,1,0,0
9132,21,1987/1988,£ÅKS £ÅÛdü,Lechia GdaÒsk,4/16/1988,16:00,2,0,0,0
9133,21,1987/1988,GÛrnik Zabrze,GKS Katowice,4/16/1988,17:00,1,1,0,0
9134,21,1987/1988,GÛrnik Wa≥brzych,Legia Warszawa,4/17/1988,11:00,1,3,0,0
9135,22,1987/1988,Widzew £ÅÛdü,GÛrnik Wa≥brzych,4/20/1988,17:00,3,1,0,0
9136,22,1987/1988,Legia Warszawa,PogoÒ Szczecin,4/20/1988,17:30,1,0,0,0
9137,22,1987/1988,Lech PoznaÒ,£ÅKS £ÅÛdü,4/20/1988,17:00,2,0,0,0
9138,22,1987/1988,Lechia GdaÒsk,GÛrnik Zabrze,4/20/1988,16:30,1,1,0,0
9139,22,1987/1988,Zag≥Íbie Lubin,Olimpia PoznaÒ,4/20/1988,16:00,0,0,0,0
9140,22,1987/1988,Jagiellonia Bia≥ystok,ålπsk Wroc≥aw,4/20/1988,16:30,1,0,0,0
9141,22,1987/1988,GKS Katowice,Ba≥tyk Gdynia,4/20/1988,16:30,4,0,0,0
9142,22,1987/1988,Szombierki Bytom,Stal Stalowa Wola,4/20/1988,16:00,0,1,0,0
9143,23,1987/1988,PogoÒ Szczecin,Widzew £ÅÛdü,4/30/1988,17:30,1,1,0,0
9144,23,1987/1988,GÛrnik Zabrze,Lech PoznaÒ,4/30/1988,17:00,2,1,0,0
9145,23,1987/1988,Olimpia PoznaÒ,ålπsk Wroc≥aw,4/30/1988,16:00,0,0,0,0
9146,23,1987/1988,Ba≥tyk Gdynia,Lechia GdaÒsk,4/30/1988,12:00,0,0,0,0
9147,23,1987/1988,Stal Stalowa Wola,Jagiellonia Bia≥ystok,4/30/1988,11:00,0,0,0,0
9148,23,1987/1988,GÛrnik Wa≥brzych,GKS Katowice,5/1/1988,17:00,0,0,0,0
9149,23,1987/1988,Zag≥Íbie Lubin,Legia Warszawa,4/30/1988,16:30,1,2,0,0
9150,23,1987/1988,£ÅKS £ÅÛdü,Szombierki Bytom,4/30/1988,18:00,1,0,0,0
9151,24,1987/1988,Szombierki Bytom,GÛrnik Zabrze,5/7/1988,16:30,3,2,0,0
9152,24,1987/1988,GKS Katowice,PogoÒ Szczecin,5/7/1988,17:00,1,0,0,0
9153,24,1987/1988,Lechia GdaÒsk,GÛrnik Wa≥brzych,5/7/1988,16:30,1,0,0,0
9154,24,1987/1988,Jagiellonia Bia≥ystok,£ÅKS £ÅÛdü,5/7/1988,17:00,1,0,0,0
9155,24,1987/1988,Legia Warszawa,Olimpia PoznaÒ,5/7/1988,17:30,3,1,0,0
9156,24,1987/1988,ålπsk Wroc≥aw,Stal Stalowa Wola,5/7/1988,17:00,5,1,0,0
9157,24,1987/1988,Widzew £ÅÛdü,Zag≥Íbie Lubin,5/7/1988,17:00,1,1,0,0
9158,24,1987/1988,Lech PoznaÒ,Ba≥tyk Gdynia,5/8/1988,12:00,1,0,0,0
9159,25,1987/1988,Ba≥tyk Gdynia,Szombierki Bytom,5/11/1988,16:00,2,1,0,0
9160,25,1987/1988,GÛrnik Zabrze,Jagiellonia Bia≥ystok,5/11/1988,18:00,2,3,0,0
9161,25,1987/1988,Olimpia PoznaÒ,Stal Stalowa Wola,5/11/1988,18:00,4,1,0,0
9162,25,1987/1988,PogoÒ Szczecin,Lechia GdaÒsk,5/11/1988,14:00,2,0,0,0
9163,25,1987/1988,Legia Warszawa,Widzew £ÅÛdü,5/11/1988,17:30,1,0,0,0
9164,25,1987/1988,GÛrnik Wa≥brzych,Lech PoznaÒ,5/11/1988,17:00,1,0,0,0
9165,25,1987/1988,£ÅKS £ÅÛdü,ålπsk Wroc≥aw,5/11/1988,17:00,2,1,0,0
9166,25,1987/1988,Zag≥Íbie Lubin,GKS Katowice,5/11/1988,17:00,0,1,0,0
9167,26,1987/1988,GKS Katowice,Legia Warszawa,5/25/1988,17:30,1,0,0,0
9168,26,1987/1988,Szombierki Bytom,GÛrnik Wa≥brzych,5/25/1988,16:30,2,0,0,0
9169,26,1987/1988,Stal Stalowa Wola,£ÅKS £ÅÛdü,5/25/1988,17:30,3,1,0,0
9170,26,1987/1988,Widzew £ÅÛdü,Olimpia PoznaÒ,5/25/1988,18:00,1,4,0,0
9171,26,1987/1988,Lech PoznaÒ,PogoÒ Szczecin,5/25/1988,17:00,4,0,0,0
9172,26,1987/1988,Jagiellonia Bia≥ystok,Ba≥tyk Gdynia,5/25/1988,17:00,3,1,0,0
9173,26,1987/1988,Lechia GdaÒsk,Zag≥Íbie Lubin,5/25/1988,17:00,1,0,0,0
9174,26,1987/1988,ålπsk Wroc≥aw,GÛrnik Zabrze,5/25/1988,17:00,0,2,0,0
9175,27,1987/1988,PogoÒ Szczecin,Szombierki Bytom,5/28/1988,18:00,0,0,0,0
9176,27,1987/1988,GÛrnik Zabrze,Stal Stalowa Wola,5/28/1988,18:00,4,0,0,0
9177,27,1987/1988,Olimpia PoznaÒ,£ÅKS £ÅÛdü,5/28/1988,18:00,1,1,0,0
9178,27,1987/1988,Legia Warszawa,Lechia GdaÒsk,5/28/1988,18:00,2,1,0,0
9179,27,1987/1988,GÛrnik Wa≥brzych,Jagiellonia Bia≥ystok,5/28/1988,17:00,1,0,0,0
9180,27,1987/1988,Ba≥tyk Gdynia,ålπsk Wroc≥aw,5/28/1988,17:00,3,0,0,0
9181,27,1987/1988,Zag≥Íbie Lubin,Lech PoznaÒ,5/28/1988,17:00,1,0,0,0
9182,27,1987/1988,Widzew £ÅÛdü,GKS Katowice,5/28/1988,18:00,0,0,0,0
9183,28,1987/1988,Stal Stalowa Wola,Ba≥tyk Gdynia,6/4/1988,17:30,1,1,0,0
9184,28,1987/1988,Lech PoznaÒ,Legia Warszawa,6/4/1988,18:00,2,0,0,0
9185,28,1987/1988,ålπsk Wroc≥aw,GÛrnik Wa≥brzych,6/4/1988,17:00,1,1,0,0
9186,28,1987/1988,Jagiellonia Bia≥ystok,PogoÒ Szczecin,6/4/1988,17:00,1,0,0,0
9187,28,1987/1988,£ÅKS £ÅÛdü,GÛrnik Zabrze,6/5/1988,16:30,0,1,0,0
9188,28,1987/1988,GKS Katowice,Olimpia PoznaÒ,6/4/1988,18:00,1,1,0,0
9189,28,1987/1988,Szombierki Bytom,Zag≥Íbie Lubin,6/4/1988,16:00,2,1,0,0
9190,28,1987/1988,Lechia GdaÒsk,Widzew £ÅÛdü,6/4/1988,17:00,0,0,0,0
9191,29,1987/1988,Legia Warszawa,Szombierki Bytom,6/11/1988,18:00,1,1,0,0
9192,29,1987/1988,GÛrnik Wa≥brzych,Stal Stalowa Wola,6/11/1988,18:00,5,3,0,0
9193,29,1987/1988,Olimpia PoznaÒ,GÛrnik Zabrze,6/11/1988,18:00,1,4,0,0
9194,29,1987/1988,PogoÒ Szczecin,ålπsk Wroc≥aw,6/11/1988,18:00,1,0,0,0
9195,29,1987/1988,Widzew £ÅÛdü,Lech PoznaÒ,6/11/1988,18:00,1,0,0,0
9196,29,1987/1988,Ba≥tyk Gdynia,£ÅKS £ÅÛdü,6/11/1988,18:00,0,3,0,0
9197,29,1987/1988,GKS Katowice,Lechia GdaÒsk,6/11/1988,18:00,2,1,0,0
9198,29,1987/1988,Zag≥Íbie Lubin,Jagiellonia Bia≥ystok,6/11/1988,18:00,2,0,0,0
9199,30,1987/1988,£ÅKS £ÅÛdü,GÛrnik Wa≥brzych,6/18/1988,18:00,3,1,0,0
9200,30,1987/1988,Jagiellonia Bia≥ystok,Legia Warszawa,6/18/1988,18:00,2,0,0,0
9201,30,1987/1988,GÛrnik Zabrze,Ba≥tyk Gdynia,6/18/1988,18:00,3,2,0,0
9202,30,1987/1988,Lech PoznaÒ,GKS Katowice,6/18/1988,18:00,2,2,0,0
9203,30,1987/1988,Szombierki Bytom,Widzew £ÅÛdü,6/18/1988,18:00,0,0,0,0
9204,30,1987/1988,Lechia GdaÒsk,Olimpia PoznaÒ,6/18/1988,18:00,3,2,0,0
9205,30,1987/1988,ålπsk Wroc≥aw,Zag≥Íbie Lubin,6/18/1988,18:00,0,2,0,0
9206,30,1987/1988,Stal Stalowa Wola,PogoÒ Szczecin,6/18/1988,18:00,2,0,0,0
9207,1,1988/1989,Stal Mielec,£ÅKS £ÅÛdü,7/31/1988,19:00,3,3,0,0
9208,1,1988/1989,Wis≥a KrakÛw,Jagiellonia Bia≥ystok,7/31/1988,17:00,0,1,0,0
9209,1,1988/1989,GÛrnik Zabrze,ålπsk Wroc≥aw,7/30/1988,18:00,1,1,0,0
9210,1,1988/1989,Olimpia PoznaÒ,Legia Warszawa,7/30/1988,17:00,2,1,0,0
9211,1,1988/1989,GKS JastrzÍbie,Lech PoznaÒ,7/30/1988,17:00,0,2,0,0
9212,1,1988/1989,Widzew £ÅÛdü,GÛrnik Wa≥brzych,7/30/1988,18:00,1,0,0,0
9213,1,1988/1989,PogoÒ Szczecin,GKS Katowice,7/30/1988,18:00,1,1,0,0
9214,2,1988/1989,Szombierki Bytom,Widzew £ÅÛdü,8/6/1988,16:30,3,3,0,0
9215,2,1988/1989,GÛrnik Wa≥brzych,GÛrnik Zabrze,8/6/1988,17:00,0,2,0,0
9216,2,1988/1989,Lech PoznaÒ,Wis≥a KrakÛw,8/6/1988,17:00,3,0,0,0
9217,2,1988/1989,Legia Warszawa,GKS JastrzÍbie,8/6/1988,17:30,1,0,0,0
9218,2,1988/1989,ålπsk Wroc≥aw,Olimpia PoznaÒ,8/6/1988,17:00,1,0,0,0
9219,2,1988/1989,Jagiellonia Bia≥ystok,Stal Mielec,8/7/1988,17:00,1,0,0,0
9220,2,1988/1989,£ÅKS £ÅÛdü,PogoÒ Szczecin,8/6/1988,17:00,2,1,0,0
9221,2,1988/1989,GKS Katowice,Ruch ChorzÛw,8/6/1988,18:00,0,0,0,0
9222,3,1988/1989,Widzew £ÅÛdü,GKS Katowice,8/13/1988,18:00,0,1,0,0
9223,3,1988/1989,Stal Mielec,Lech PoznaÒ,8/13/1988,19:00,1,0,0,0
9224,3,1988/1989,Wis≥a KrakÛw,GKS JastrzÍbie,8/13/1988,18:00,1,0,0,0
9225,3,1988/1989,Legia Warszawa,ålπsk Wroc≥aw,8/13/1988,17:30,0,0,0,0
9226,3,1988/1989,Olimpia PoznaÒ,GÛrnik Wa≥brzych,8/13/1988,17:00,0,2,0,0
9227,3,1988/1989,Ruch ChorzÛw,£ÅKS £ÅÛdü,8/13/1988,18:00,1,0,0,0
9228,3,1988/1989,GÛrnik Zabrze,Szombierki Bytom,8/13/1988,18:00,8,3,0,0
9229,3,1988/1989,PogoÒ Szczecin,Jagiellonia Bia≥ystok,8/13/1988,17:30,1,0,0,0
9230,4,1988/1989,Szombierki Bytom,Olimpia PoznaÒ,8/20/1988,16:30,1,2,0,0
9231,4,1988/1989,Jagiellonia Bia≥ystok,Ruch ChorzÛw,8/20/1988,17:00,1,1,0,0
9232,4,1988/1989,GKS JastrzÍbie,Stal Mielec,9/17/1988,11:00,2,0,0,0
9233,4,1988/1989,GKS Katowice,GÛrnik Zabrze,8/20/1988,17:00,3,2,0,0
9234,4,1988/1989,GÛrnik Wa≥brzych,ålπsk Wroc≥aw,8/20/1988,17:00,1,1,0,0
9235,4,1988/1989,Lech PoznaÒ,PogoÒ Szczecin,8/20/1988,17:00,2,0,0,0
9236,4,1988/1989,Wis≥a KrakÛw,Legia Warszawa,8/20/1988,18:00,1,1,0,0
9237,4,1988/1989,£ÅKS £ÅÛdü,Widzew £ÅÛdü,8/20/1988,17:00,1,0,0,0
9238,5,1988/1989,GÛrnik Zabrze,£ÅKS £ÅÛdü,8/27/1988,18:00,1,0,0,0
9239,5,1988/1989,PogoÒ Szczecin,GKS JastrzÍbie,8/27/1988,16:30,2,0,0,0
9240,5,1988/1989,Legia Warszawa,GÛrnik Wa≥brzych,8/27/1988,17:30,3,0,0,0
9241,5,1988/1989,ålπsk Wroc≥aw,Szombierki Bytom,8/28/1988,11:00,1,1,0,0
9242,5,1988/1989,Olimpia PoznaÒ,GKS Katowice,8/27/1988,17:00,0,3,0,0
9243,5,1988/1989,Ruch ChorzÛw,Lech PoznaÒ,8/27/1988,19:00,1,0,0,0
9244,5,1988/1989,Widzew £ÅÛdü,Jagiellonia Bia≥ystok,8/27/1988,18:00,1,1,0,0
9245,5,1988/1989,Stal Mielec,Wis≥a KrakÛw,8/27/1988,19:00,3,2,0,0
9246,6,1988/1989,Stal Mielec,Legia Warszawa,9/3/1988,15:00,1,2,0,0
9247,6,1988/1989,Wis≥a KrakÛw,PogoÒ Szczecin,9/3/1988,18:00,4,2,0,0
9248,6,1988/1989,Szombierki Bytom,GÛrnik Wa≥brzych,9/3/1988,16:00,2,0,0,0
9249,6,1988/1989,GKS Katowice,ålπsk Wroc≥aw,9/3/1988,18:00,2,0,0,0
9250,6,1988/1989,£ÅKS £ÅÛdü,Olimpia PoznaÒ,9/3/1988,17:00,2,1,0,0
9251,6,1988/1989,Lech PoznaÒ,Widzew £ÅÛdü,9/3/1988,17:00,1,1,0,0
9252,6,1988/1989,GKS JastrzÍbie,Ruch ChorzÛw,9/3/1988,16:00,0,3,0,0
9253,6,1988/1989,Jagiellonia Bia≥ystok,GÛrnik Zabrze,9/3/1988,16:00,1,1,0,0
9254,7,1988/1989,GÛrnik Wa≥brzych,GKS Katowice,9/10/1988,16:30,0,1,0,0
9255,7,1988/1989,GÛrnik Zabrze,Lech PoznaÒ,9/10/1988,18:00,2,1,0,0
9256,7,1988/1989,Widzew £ÅÛdü,GKS JastrzÍbie,9/10/1988,17:00,0,0,0,0
9257,7,1988/1989,Legia Warszawa,Szombierki Bytom,9/11/1988,17:30,1,1,0,0
9258,7,1988/1989,Ruch ChorzÛw,Wis≥a KrakÛw,9/10/1988,17:00,1,0,0,0
9259,7,1988/1989,PogoÒ Szczecin,Stal Mielec,9/10/1988,17:30,2,1,0,0
9260,7,1988/1989,ålπsk Wroc≥aw,£ÅKS £ÅÛdü,9/10/1988,16:00,1,1,0,0
9261,7,1988/1989,Olimpia PoznaÒ,Jagiellonia Bia≥ystok,9/10/1988,17:00,1,1,0,0
9262,8,1988/1989,GKS Katowice,Szombierki Bytom,9/24/1988,18:00,1,1,0,0
9263,8,1988/1989,PogoÒ Szczecin,Legia Warszawa,9/24/1988,17:30,0,3,0,0
9264,8,1988/1989,Lech PoznaÒ,Olimpia PoznaÒ,9/25/1988,12:00,1,2,0,0
9265,8,1988/1989,Stal Mielec,Ruch ChorzÛw,9/24/1988,18:00,2,0,0,0
9266,8,1988/1989,Wis≥a KrakÛw,Widzew £ÅÛdü,9/24/1988,18:00,2,1,0,0
9267,8,1988/1989,GKS JastrzÍbie,GÛrnik Zabrze,9/24/1988,16:00,0,1,0,0
9268,8,1988/1989,Jagiellonia Bia≥ystok,ålπsk Wroc≥aw,9/24/1988,16:00,1,0,0,0
9269,8,1988/1989,£ÅKS £ÅÛdü,GÛrnik Wa≥brzych,9/24/1988,17:00,3,0,0,0
9270,9,1988/1989,Ruch ChorzÛw,PogoÒ Szczecin,9/28/1988,17:00,1,1,0,0
9271,9,1988/1989,Widzew £ÅÛdü,Stal Mielec,9/28/1988,17:00,0,0,0,0
9272,9,1988/1989,GÛrnik Wa≥brzych,Jagiellonia Bia≥ystok,9/28/1988,16:00,2,0,0,0
9273,9,1988/1989,Olimpia PoznaÒ,GKS JastrzÍbie,9/28/1988,15:45,1,0,0,0
9274,9,1988/1989,Szombierki Bytom,£ÅKS £ÅÛdü,9/28/1988,15:30,2,0,0,0
9275,9,1988/1989,ålπsk Wroc≥aw,Lech PoznaÒ,9/28/1988,15:30,1,2,0,0
9276,9,1988/1989,Legia Warszawa,GKS Katowice,9/28/1988,17:00,0,2,0,0
9277,9,1988/1989,GÛrnik Zabrze,Wis≥a KrakÛw,9/28/1988,18:00,4,0,0,0
9278,10,1988/1989,Jagiellonia Bia≥ystok,Szombierki Bytom,10/2/1988,11:00,1,0,0,0
9279,10,1988/1989,£ÅKS £ÅÛdü,GKS Katowice,10/1/1988,17:00,0,2,0,0
9280,10,1988/1989,Wis≥a KrakÛw,Olimpia PoznaÒ,10/2/1988,18:00,1,1,0,0
9281,10,1988/1989,PogoÒ Szczecin,Widzew £ÅÛdü,10/1/1988,17:30,1,1,0,0
9282,10,1988/1989,Lech PoznaÒ,GÛrnik Wa≥brzych,10/2/1988,12:00,1,1,0,0
9283,10,1988/1989,Ruch ChorzÛw,Legia Warszawa,10/1/1988,17:00,1,0,0,0
9284,10,1988/1989,GKS JastrzÍbie,ålπsk Wroc≥aw,10/2/1988,11:00,2,0,0,0
9285,10,1988/1989,Stal Mielec,GÛrnik Zabrze,10/1/1988,17:00,0,0,0,0
9286,11,1988/1989,Szombierki Bytom,Lech PoznaÒ,10/8/1988,15:00,2,3,0,0
9287,11,1988/1989,GÛrnik Zabrze,PogoÒ Szczecin,10/9/1988,18:00,3,0,0,0
9288,11,1988/1989,Legia Warszawa,£ÅKS £ÅÛdü,10/9/1988,17:30,2,0,0,0
9289,11,1988/1989,GÛrnik Wa≥brzych,GKS JastrzÍbie,10/8/1988,15:00,2,1,0,0
9290,11,1988/1989,Olimpia PoznaÒ,Stal Mielec,10/9/1988,11:00,0,1,0,0
9291,11,1988/1989,Widzew £ÅÛdü,Ruch ChorzÛw,10/8/1988,17:00,0,0,0,0
9292,11,1988/1989,GKS Katowice,Jagiellonia Bia≥ystok,10/9/1988,11:00,0,1,0,0
9293,11,1988/1989,ålπsk Wroc≥aw,Wis≥a KrakÛw,10/8/1988,12:00,0,0,0,0
9294,12,1988/1989,Wis≥a KrakÛw,GÛrnik Wa≥brzych,10/22/1988,17:00,1,2,0,0
9295,12,1988/1989,Ruch ChorzÛw,GÛrnik Zabrze,10/22/1988,17:00,2,0,0,0
9296,12,1988/1989,GKS JastrzÍbie,Szombierki Bytom,10/23/1988,11:00,1,0,0,0
9297,12,1988/1989,Jagiellonia Bia≥ystok,£ÅKS £ÅÛdü,10/23/1988,11:00,1,3,0,0
9298,12,1988/1989,PogoÒ Szczecin,Olimpia PoznaÒ,10/22/1988,17:30,3,2,0,0
9299,12,1988/1989,Lech PoznaÒ,GKS Katowice,10/22/1988,17:00,2,2,0,0
9300,12,1988/1989,Stal Mielec,ålπsk Wroc≥aw,10/22/1988,16:00,3,0,0,0
9301,12,1988/1989,Widzew £ÅÛdü,Legia Warszawa,10/22/1988,17:00,0,0,0,0
9302,13,1988/1989,GKS Katowice,GKS JastrzÍbie,10/29/1988,17:00,3,0,0,0
9303,13,1988/1989,Olimpia PoznaÒ,Ruch ChorzÛw,10/30/1988,11:00,3,1,0,0
9304,13,1988/1989,Szombierki Bytom,Wis≥a KrakÛw,10/29/1988,14:30,0,3,0,0
9305,13,1988/1989,£ÅKS £ÅÛdü,Lech PoznaÒ,10/29/1988,17:00,1,3,0,0
9306,13,1988/1989,Legia Warszawa,Jagiellonia Bia≥ystok,10/29/1988,17:00,2,0,0,0
9307,13,1988/1989,GÛrnik Wa≥brzych,Stal Mielec,10/30/1988,11:00,0,1,0,0
9308,13,1988/1989,ålπsk Wroc≥aw,PogoÒ Szczecin,10/30/1988,11:00,2,2,0,0
9309,13,1988/1989,GÛrnik Zabrze,Widzew £ÅÛdü,10/30/1988,17:00,1,0,0,0
